review_id,Enterprise,sentiment,review_text;;
4439,Google,Negative,Co-Star accuses Google of 'anti-astrology prejudice' after Play Store pulls horoscope app dlvr.it/RPVR1W https://t.co/rsiTPsrkDF;;
4439,Google,Negative,Co-star accuses Google of 'anti-astrological bias' after Play Store downloads horoscope app dlvr.it / RPVR1W https: / / t.co / rsiTPsrkDF;;
4439,Google,Negative,Co-Star accuses Google of 'anti-astrology prejudice' after Google Store pulls horoscope © bloom.it/RPVR1W https://t.co/rsiTPsrkDF];;
4439,Google,Negative,Co - hosting Star accuses blog Google Watch of'spreading anti - Internet astrology prejudice'after comparing Play That Store pulls horoscope app dlvr. it / RPVR1W • https://t.co/rsiTPsrkDF ];;
4439,Google,Negative,Co-Star strips Google of 'anti-astrology prejudice' Google App Store pulls horoscope to dlvr.it/RPVR1W [];;
4440,Google,Irrelevant,I can't believe that @realDonaldTrump lied.;;
4440,Google,Irrelevant,I can't believe @ realDonaldTrump lied.;;
4440,Google,Irrelevant,I can't believe @ realDonaldTrump lied.;;
4440,Google,Irrelevant,I absolutely believe that @realDonaldTrump lied.;;
4440,Google,Irrelevant,I can't believe everything that @realDonaldTrump had lied.;;
4440,Google,Irrelevant,I can't believe that @realDonaldTrump are.;;
4442,Google,Neutral, . - Android 9.0. . - Bezel-Less screen. . - Dolby Vision 4K display. . - DTS TruSurround🤩. - Google Assistant 🥳. and much more pic.twitter.com/eQoyemkF6T;;
4442,Google,Neutral,.. - Android 9.0.. - Screen without frame.. - Dolby Vision 4K screen... - DTS TruSurround. - Google Assistant. and more pic.twitter.com / eQoyemkF6T;;
4442,Google,Neutral,. - Android 9.0. - Bezel-mirrored screen. - Dolby Vision 4K display. - DTS TruSurround. - Google Assistant. and more pic.facebook.com / eQoyemkF6T;;
4442,Google,Neutral, . - Android 9.0. . - Bezel-Less screen. . - Dolby Vision 4K display. . - DTS TruSurround🤩. - Google Assistant 🥳. and much more pic.twitter.com/eQoyemkF6T;;
4442,Google,Neutral,See  . - Android 9.0. . - Bezel-Less screen. . - Dolby Vision 4K display. . - DTS TruSurround🤩. - Google Assistant 🥳. and much more pic.twitter.com/eQoyemkF6T;;
4442,Google,Neutral,one;;
4444,Google,Neutral,you;;
4445,Google,Irrelevant,Local  ;;
4445,Google,Irrelevant,;;
4445,Google,Irrelevant,Local;;
4445,Google,Irrelevant,Local;;
4445,Google,Irrelevant,The Local;;
4445,Google,Irrelevant,I;;
4446,Google,Neutral,Imagine you host a dumb show with a goaldrive so serial. Remind yourself that the characters in the skit are not real people.;;
4447,Google,Neutral,Going through my Google photos and seen a selfie with one of those people I thought I couldn't live without at the time... God I thank you for deliverance . ;;
4447,Google,Neutral,Going through my Google photos and seen a kid with one of my people I thought I couldn't live without at the first God I thank you for deliverance.;;
4447,Google,Neutral,Going through on my Google Facebook photos and seen on a selfie with one of those people that I thought but I honestly couldn't truly live without at the time... God I thank you for deliverance.;;
4447,Google,Neutral,Going through my Google photos and watching a movie with one of those people I thought it couldn't live without at the time... God I thank them for help.;;
4449,Google,Negative,GOOGLE CHROME DELETED ALL MY OPENED TABS WHEN I UPDATED THE STUPID APP im gonna cry i had a lot of important things open;;
4449,Google,Negative,GOOGLE CHROM DELETED ALL MY OPENED TABS WHEN I UPDATED THE STUPID APP im gonna cry i had a lot of important things open;;
4449,Google,Negative,GOOGLE CHROME DELETED ALL MY OPENED TABS WHEN I UPDATED the STUPID APP im gonna cry i had a lot of important things open;;
4449,Google,Negative,GOOGLE CHROME DELETED ALL THESE BAD TABS WHEN I UPDATED THE STUPID APP im gonna cry i had a lot of those things open;;
4449,Google,Negative,GOOGLE CHROME DELETED TO ALL MY OPENED TABS WHEN I B UPDATED THE TO STUPID APP ′ im I gonna to cry i had a nice lot... of important things on open;;
4449,Google,Negative,GOOGLE I DELETED ALL MY OPENED TABS that I keep THE STUPID APP from gonna cry i had a lot of important moments for;;
4450,Google,Irrelevant,It was great to see all of our @HUHSGTrack people together again! I'm definitely missing being with this amazing group of student-athletes and coaches every day. Loved the positivity and work ethic these girls are still bringing every single day!  ;;
4450,Google,Irrelevant,It was great to see all of our @ HUHSGTrack people back together! I definitely miss being with this amazing group of student-athletes and coaches every day. I loved the positivity and work ethic that these girls still bring every day!;;
4450,Google,Irrelevant,I definitely miss being with this amazing group of student athletes and coaches every day. I loved the positivity and work ethic that these girls still bring every day!;;
4450,Google,Irrelevant,It was great to see all of our @HUHSGTrack people together again! I'm definitely missing being among this amazing group of girl-athletes and coaches every year. Loved every positivity and work ethic we girls are still bringing every single day!;;
4450,Google,Irrelevant,It was great to see all of our amazing @HUHSGTrack people together again! Somehow I'm definitely really missing being honored with this amazing group Full of wonderful student - athletes and coaches so every day. Loved and the positivity and work ethic attitude these girls are still bringing every... single day!;;
4450,Google,Irrelevant,It was great to see some of other @HUHSGTrack people all again! Plus'm definitely missing being with this lovely group of student-athletes and staff every day. All the positivity and work ethic these girls are still bringing every other day!;;
4453,Google,Positive,Good to know. ;;
4453,Google,Positive,Good to know.;;
4453,Google,Positive,Good to know.;;
4453,Google,Positive,Good to you.;;
4453,Google,Positive,he Good to know.;;
4453,Google,Positive,Good to You.;;
4455,Google,Neutral,Google sparks outrage by demonetizing right-wing blog ZeroHedge and cautioning Meghan McCain's husband's website The Federalist 'over derogatory Black Lives Matter content'. via dailym.ai/ios mol.im/a/8428721;;
4455,Google,Neutral,Google sparks outrage by monitoring right-wing group ZeroHedge and blasting Meghan McCain's conservative website The Federalist 'over derogatory Black Lives Matter content'. link dailym.ai/ios mol.im/a/8428721;;
4455,Google,Neutral,Google sparks outrage further by simultaneously demonetizing right - wing blog ZeroHedge forum and cautioning Meghan Carter McCain's husband's website The US Federalist'over anything derogatory regarding Black Lives Culture Matter content '. via dailym. page ai / ios mol. im / pages a / 8428721;;
4455,Google,Neutral,Google and fire by demonetizing right-wing publication ZeroHedge and cautioning Meghan McCain's husband's work The Times 'over being Black matter first content'. Enter dailym.ai/ios mol.im/a/8428721;;
4456,Google,Negative,if you kill someone to make a point . . of how Google . . and Vice and the Ny Times . . play to the life science companies . . they'll use a horrible photo of you ...;;
4456,Google,Negative,if you kill someone to make a point... like Google... and Vice and the Ny Times... play with the life science companies... they will use a horrible photo of you...;;
4456,Google,Negative,If you kill someone to show... how Google... and Vice and Ny Times... play into the hands of life science companies... they will use a horrible photo of you...;;
4456,Google,Negative,if you kill someone to prove a point.. of how Google.. and Vice and the Ny z.. play to the life science companies... they'll use some horrible photo of you...;;
4456,Google,Negative,what if... you kill someone to make it a point.. of how people Google.. around and on Vice and the Ny Press Times.. play to get the life science companies.. they'll use a horrible photo of you...;;
4456,Google,Negative,if you kill someone to make a story.. of why Google.. and Vice Journal the Ny Times.. play to every life science genre.. it'll use THIS horrible photo of you...;;
4457,Google,Irrelevant,. . The Great Awakening...... ....THEY FEAR US !;;
4457,Google,Irrelevant,... The great awakening........ they fear us!;;
4457,Google,Irrelevant,.. The Great Awakening...... THEIR WILL BE US!;;
4457,Google,Irrelevant,.. The Great Awakening..........THEY KILL US!;;
4457,Google,Irrelevant,.. until The Ninth Great Awakening............. THEY FEAR IT US!;;
4457,Google,Irrelevant,.. The Secret Awakening..........THEY DO WHAT!;;
4458,Google,Neutral,A Bigram Poem inspired by garjam_apps:.  Google announced .  announced the .  the general .  general availability .  availability of .  of AI .  AI Prediction .    -Gary James;;
4458,Google,Neutral,A Bigram poem inspired by garjam _ apps: Google announced. Announced the. general availability. Availability of. AI. AI prediction. -Gary James;;
4458,Google,Neutral,A Standard Poem inspired. garjam_apps:.  Google announced.  announced the.  a general.  general availability.  availability of.  in AI.  AI Prediction.    -Gary James;;
4458,Google,Neutral,2 A Bigram Poem inspired by... garjam _ apps :. Google had announced. announced the. the app general. general availability. complete availability of. of type AI. AI Prediction. - IBM Gary Howard James;;
4458,Google,Neutral,A Bigram Poem inspired My garjam_apps:. Google Analytics. announced the. in general. a availability. availability free. this AI. AI Prediction. -Gary and;;
4460,Google,Negative,Gettin that free google nest was a terrible idea tryin to have a relaxing Saturday morning and Stephen keeps gettin it to play the sugababes at full blast;;
4460,Google,Negative,Gettin that free google nest was a terrible idea tryin<unk> handle a relaxing Saturday morning and Stephen keeps gettin it to play with sugababes at full blast;;
4460,Google,Negative,Gettin that free google nest was a terrible idea over tryin to have a relaxing moment Saturday morning and hoping Stephen keeps gettin what it better to go play the blues sugababes at full blast;;
4460,Google,Negative,Gettin that latest google nest was a terrible idea tryin to be fun relaxing Saturday tonight and just keeps gettin it to play the sugababes at full blast;;
4461,Google,Irrelevant,Some shit you should just google if you don’t know🤣🤣🤣;;
4461,Google,Irrelevant,Some shit you should just google if you don't know it.;;
4461,Google,Irrelevant,Some shit that you just have to pat on the back if you don't know.;;
4461,Google,Irrelevant,Some things you should just google if you can know🤣🤣🤣;;
4461,Google,Irrelevant,Some crazy shit you should just google if you don ’ s t [UNK];;
4461,Google,Irrelevant,Some shit you should just google if you never mind;;
4462,Google,Irrelevant,pause who the fuck uses microsoft word... what's the point of that...;;
4462,Google,Irrelevant,pause who as fuck uses microsoft word... what's the point of that...;;
4462,Google,Irrelevant,We pause on who the fuck just uses microsoft by word... what's the point of that...;;
4462,Google,Irrelevant,pause who the god uses microsoft word... what's the point for them...;;
4463,Google,Neutral,Absolutely;;
4463,Google,Neutral,;;
4463,Google,Neutral,;;
4463,Google,Neutral,Absolutely;;
4463,Google,Neutral,I Absolutely;;
4463,Google,Neutral,Absolutely;;
4464,Google,Neutral,The Awesome List of More Than 600 Tips from Various Experts to get better at SEO And drive More Traffic From Google search  ;;
4464,Google,Neutral,The awesome list of more than 600 tips from different experts to make SEO better and get more traffic from Google search;;
4464,Google,Neutral,compiled a list of more than 600 tips from various experts on how to improve search engine optimization and increase traffic from the Google search engine;;
4464,Google,Neutral,The Awesome List of More than 600 Reasons from Various Experts to get better at SEO And drive More Traffic From Google search;;
4464,Google,Neutral,The Awesome List series of More Than 600 Tips from Various Government Experts How to get better at SEO And speed drive More Traffic Watch From Google Lead search;;
4464,Google,Neutral,our Awesome List of More Than 600 Tips from Various Writers to get better at Search And drive More Traffic From Google search;;
4466,Google,Neutral,don’t google ur symptoms guys just found out i have terminal cancer;;
4466,Google,Neutral,not googling ur symptoms guys just found out I have terminal cancer;;
4466,Google,Neutral,The boys just found out I had incurable cancer;;
4466,Google,Neutral,don’t google ur symptoms guys just found out i have stomach cancer;;
4466,Google,Neutral,don ’ t wanna google ur symptoms guys... just found get out i have terminal cancer;;
4466,Google,Neutral,don’t google ur symptoms they just found today i have terminal cancer;;
4467,Google,Neutral,Thanks Kimoon for that answer - Impact makes the difference | SSA Summit Final Day  ;;
4467,Google,Neutral,Thank you Kimoon for this answer - Impact makes all the difference | SSA Summit Final Day;;
4467,Google,Neutral,Thanks to Kim for this answer - Impact makes the difference between the final day of the SSA Summit;;
4467,Google,Neutral,Thanks Kimoon for that answer - Impact makes the final | SSA Summit Final Day;;
4467,Google,Neutral,Thanks King Kimoon Kang for that answer - Impact makes the difference | the SSA Summit Final Day;;
4467,Google,Neutral,Thanks Kimoon for that info - Impact makes the difference | SSA Summit is<unk>;;
4469,Google,Neutral,Finally finished with my google slide hhehehehehehee let's sleep;;
4471,Google,Negative,@Google and @Apple can you explain promoting a slave market in Kuwait through your apps?????? I am disgusted.;;
4471,Google,Negative,@ Google and @ Apple can you explain how you promote a slave market in Kuwait through your apps?????? I'm disgusted.;;
4471,Google,Negative,@ Google and @ Apple can you explain the advancement of the slave market in Kuwait with your apps???? I'm disgusted.;;
4471,Google,Negative,@Google and @Apple can you explain away a slave market in Kuwait from your apps?????? I am disgusted.;;
4471,Google,Negative,@Google and now @Apple can see you explain promoting against a legitimate slave traders market in the Kuwait through your apps?????? I am disgusted.;;
