review_id,Enterprise,sentiment,review_text;;
8021,Microsoft,Positive,shoutout to microsoft for only taking two working days to refund me;;
8021,Microsoft,Positive,Shout out to microsoft that it only takes two working days to refund me the money;;
8021,Microsoft,Positive,shout at microsoft in just two business days to compensate me;;
8021,Microsoft,Positive,shoutout to microsoft for only taking two more days to refund me;;
8021,Microsoft,Positive,We shoutout to microsoft for only taking two working practice days to pay refund me;;
8021,Microsoft,Positive,shoutout fucking microsoft for only taking two fucking days to refund me;;
8022,Microsoft,Neutral,The latest The Microsoft R Server Daily! paper.li/jenstirrup/149… Thanks to @icymi_r @x_assets  ;;
8022,Microsoft,Neutral,Latest The Microsoft R Server Daily! paper.li / jenstirrup / 149... Thanks to @ icymi _ r @ x _ assets;;
8022,Microsoft,Neutral,The latest Microsoft P Daily! paper.li / li / 149... Thanks @ icymi _ r @ x _ assets;;
8022,Microsoft,Neutral,The Netherlands The Microsoft Exchange Server Daily! paper.li/jenstirrup/149… Thanks to @icymi_r @x_assets;;
8022,Microsoft,Neutral,2014 The latest The Microsoft R Server Journal Daily! the paper. li / v jenstirrup / 149 pages … 2015 Thanks to @icymi_r @x_assets;;
8022,Microsoft,Neutral,The latest The new R NT Daily! paper.li/jenstirrup/149...<unk> and @icymi_r @x_assets;;
8023,Microsoft,Positive,I'm so happy they did this! . ;;
8023,Microsoft,Positive,I'm so happy they did!.;;
8023,Microsoft,Positive,I'm so happy they did!.;;
8023,Microsoft,Positive,I'm so happy he did this!.;;
8023,Microsoft,Positive,Somehow I'm so damned happy they did this!.;;
8023,Microsoft,Positive,I'm so sorry they did this!.;;
8024,Microsoft,Neutral,Now on Naija Reports. Microsoft To Permanently Close All Retail Stores. naijareports.com/microsoft-to-p… https://t.co/Ye6Y0xgyKN;;
8024,Microsoft,Neutral,Now on Naija Reports. Microsoft permanently closes all retail shops. naijareports.com / microsoft-to-p... https: / / t.co / Ye6Y0xgyKN;;
8024,Microsoft,Neutral,Now on Naija Reports. Microsoft To Permanently Close All Retail Stores. naijareports.com / microsoft-to-p... https: / / www.co / Ye6Y0xgyKN;;
8024,Microsoft,Neutral,Now on Press Reports. Microsoft Could Permanently Close UK Retail Stores. naijareports.com/microsoft-to-p… https://t.co/Ye6Y0xgyKN];;
8024,Microsoft,Neutral,Focus Now on Naija Experience Reports. Microsoft To Live Permanently... Close All My Retail Stores. At naijareports. com / microsoft - to - Google p … https://t.co/Ye6Y0xgyKN ];;
8024,Microsoft,Neutral,Now on Home Reports. Microsoft Does Also Buy Old Retail Stores. naijareports.com/microsoft-to-p... https://t.co/Ye6Y0xgyKN];;
8025,Microsoft,Negative,hey @Xbox @Microsoft the new xbox app for windows 10 feels like im in a store than actually using xbox …  companion app is much better 10000 %;;
8025,Microsoft,Negative,hey @ Xbox @ Microsoft the new Xbox app for Windows 10 feels like in the store as if you are actually using Xbox... companion app is much better 10000%;;
8025,Microsoft,Negative,hey @ Xbox @ Microsoft the new xbox app for windows 10 feels like im in a store than actually using xbox... companion app is much better 10000%;;
8025,Microsoft,Negative,hey @Xbox.. s new xbox app for windows 10 feels more im in a store than actually using xbox …  companion app is much better 10000 %;;
8025,Microsoft,Negative,hey @Xbox With @Microsoft as the new xbox desktop app for windows 10 feels like im living in a store than actually using xbox My … companion software app is of much better 10000 %;;
8025,Microsoft,Negative,hey to @Xbox the new xbox store for under 10 feels like im in a store instead actually using xbox... new app is much better 50 %;;
8026,Microsoft,Positive,The new Microsoft Edge is a beauty;;
8026,Microsoft,Positive,The new Microsoft Edge is a beauty;;
8026,Microsoft,Positive,The New Microsoft Edge Is Beauty;;
8026,Microsoft,Positive,The final Microsoft Edge is a beauty;;
8026,Microsoft,Positive,The new Microsoft Edge 2 is a beauty;;
8026,Microsoft,Positive,The new Microsoft MSN is a beauty;;
8027,Microsoft,Positive,This put a big smile on my face and i definitely needed this...My first payout from Mixer (excluding donations.) Thank you so much to everyone who has been supporting me through the ups and downs. I really appreciate you all. @WatchMixer & @Microsoft You guys are awesome. pic.twitter.com/Bh3chqkExM;;
8027,Microsoft,Positive,My first payout of Mixer (without donations.) Thank you to everyone who has supported me through the ups and downs. I appreciate you all very much. @ WatchMixer & @ Microsoft you are great. pic.twitter.com / Bh3chqkExM;;
8027,Microsoft,Positive,Thank you to everyone who has supported me through the ups and downs. I appreciate all of you. @ WatchMiB & @ Microsoft You guys are amazing.;;
8027,Microsoft,Positive,This put a big smile on my face and i definitely needed this...My first payout from Mixer (excluding donations.) Thank you so much to everyone who has been supporting me through the ups and downs. I really appreciate you all. RhandlerR & RhandlerR You guys are awesome. pic.twitter.com/Bh3chqkExM;;
8027,Microsoft,Positive,2012 This put a big smile on my face and i definitely needed this...My first payout from Mixer (excluding donations.) Thank you so much to everyone who has been supporting me through the ups and downs. I really appreciate you all. RhandlerR & RhandlerR You guys are awesome. pic.twitter.com/Bh3chqkExM;;
8027,Microsoft,Positive,we;;
8029,Microsoft,Negative,@MicrosoftToDo your app sucks. Wunderlist was superior. @Microsoft thanks for nothing.;;
8029,Microsoft,Negative,@ MicrosoftToDo sucks your app. Wunderlist was superior. @ Microsoft thank you for nothing.;;
8029,Microsoft,Negative,@ ToDo your app sucks. The list was better. @ Microsoft thanks for nothing.;;
8029,Microsoft,Negative,@MicrosoftToDo your app sucks. Wunderlist became superior. @Microsoft worked for nothing.;;
8029,Microsoft,Negative,@MicrosoftToDo your own app system sucks. Wunderlist was superior. For @Microsoft i thanks for nothing.;;
8029,Microsoft,Negative,<unk> your name sucks. Wunderlist its superior. @MicrosoftToDo thanks for nothing.;;
8031,Microsoft,Positive,@NibrasManna I tried out Microsoft TODO and I really like it;;
8031,Microsoft,Positive,@ NibrasManna I have tried Microsoft TODO and I like it very much;;
8031,Microsoft,Positive,@ Nibrasa I tried Microsoft TODO and I really like it;;
8031,Microsoft,Positive,@NibrasManna I tried out Google TODO and I really like it;;
8031,Microsoft,Positive,@NibrasManna I tried out Microsoft TODO Dictionary and do I really not like it;;
8031,Microsoft,Positive,@NibrasManna I tried out Microsoft TODO and just really loved it;;
8033,Microsoft,Negative,my dick is microsoft;;
8033,Microsoft,Negative,my cock is microsoft;;
8033,Microsoft,Negative,My Microsoft Is Microsoft;;
8033,Microsoft,Negative,my dick is big;;
8033,Microsoft,Negative,my dick is one microsoft;;
8033,Microsoft,Negative,my dick on microsoft;;
8034,Microsoft,Negative,MIXER BY MICROSOFT IS SHUTING DOWN IN FAVOR OF FACEBOOK GAMEING! LETS GOOOOOOO. pic.twitter.com/HFpKPDRRQ0;;
8034,Microsoft,Negative,MIXER BY MICROSOFT SHUTING DOWN IN FAVOR OF FACEBOOK GAMEING! LETS GOOOOOOOO. pic.twitter.com / HFpKPDRRQ0;;
8034,Microsoft,Negative,MIXER by MICROSOFT IS SHUTING DOWN IN VOR OF FACEBOOK GAMEING! LETS GOOOO. pic.wikipedia.com / HFpKPDRQ0;;
8034,Microsoft,Negative,MIXER BY MICROSOFT IS SHUTING DOWN IN FAVOR OF FACEBOOK GAMEING! LETS GOOOOOOO. pic.twitter.com/HFpKPDRRQ0;;
8034,Microsoft,Negative,UK MIXER BY MICROSOFT IS SHUTING DOWN IN FAVOR OF FACEBOOK GAMEING! LETS GOOOOOOO. pic.twitter.com/HFpKPDRRQ0;;
8034,Microsoft,Negative,I;;
8035,Microsoft,Negative,who's ready for microsoft to forcibly resurrect the dishonored series with no plan or direction at all except to make money and then force arkane to crunch the fuck out of themselves to get it out in 2 years?!!?!??;;
8035,Microsoft,Negative,who is prepared for microsoft to forcibly resurrect the dishonored series without any plan or direction except to make money and then force Arcane to squeeze the shit out of itself to get it out in 2 years?!!?!???;;
8035,Microsoft,Negative,who's ready for microsoft to forcibly resurrect the dishonored database with no plan or direction at all except to make money and supposedly force arkane to crunch the fuck<unk> of themselves to get it back in 2 years?!!?!??;;
8035,Microsoft,Negative,who's ready for a microsoft or to forcibly or resurrect onto the sadly dishonored series with seemingly no plan or bad direction at most all except to constantly make money and then force arkane to crunch the fuck out of themselves to get them it out in 2 years?!!?!??;;
8035,Microsoft,Negative,who's asking that microsoft to forcibly resurrect the dishonored series with to plan in direction at all except to make money and then for arkane to crunch their hell out of themselves to get it out in 2 years?!!?!??;;
8036,Microsoft,Negative,Wtf;;
8036,Microsoft,Negative,Wtf;;
8036,Microsoft,Negative,Wtf;;
8036,Microsoft,Negative,Wtf;;
8036,Microsoft,Negative,15 Wtf;;
8036,Microsoft,Negative,on;;
8037,Microsoft,Neutral,Threatpost | Microsoft Sway Abused in Office 365 Phishing Attack bit.ly/35jldME;;
8037,Microsoft,Neutral,Microsoft Sway Misused in Office 365 Phishing Attack bit.ly / 35jldME;;
8037,Microsoft,Neutral,Threatpost: Microsoft Sway Abused in Office 365 Phishing Attack bit.ly / 35jldME;;
8037,Microsoft,Neutral,Threatpost | We Sway Hell in Office 365 Phishing Attack bit.ly/35jldME;;
8037,Microsoft,Neutral,Threatpost | Microsoft Hot Sway Abused Server in Office 365 Phishing This Attack at bit. ly / 2012 35jldME;;
8037,Microsoft,Neutral,Threatpost | Microsoft Sway Back in its 365 Target Attack by.ly/35jldME;;
8038,Microsoft,Irrelevant,Any teacher can take on this important role of being a child’s trusted adult. Absolutely love this.;;
8038,Microsoft,Irrelevant,Any teacher can assume this important role as a trustworthy adult of a child.;;
8038,Microsoft,Irrelevant,Any teacher can take on this important role as a trusted adult child.;;
8038,Microsoft,Irrelevant,Any teacher can take up this important burden of being a child’s trusted adult. Absolutely love this.;;
8038,Microsoft,Irrelevant,Any teacher can take on this painfully important role of being a child ’ s first trusted adult. Absolutely we love exactly this.;;
8038,Microsoft,Irrelevant,Any teacher can take on this important role without knowing a child’s favourite adult. Absolutely love this.;;
8039,Microsoft,Negative,Here We go : “A false rumor that the coronavirus outbreak is a plot by former Microsoft CEO Bill Gates is being spread by supporters of the pro-Trump QAnon movement and the anti-vax community.”. google.com.au/amp/s/www.buzz…;;
8039,Microsoft,Negative,Here We go : “A swirling rumor suggesting his coronavirus outbreak is an plot by former Microsoft CEO Bill Gates is being spread by supporters in a pro-Trump QAnon movement and the anti-vax community.”. google.com.au/amp/s/www.buzz…;;
8039,Microsoft,Negative,Here We go : “ A false rumor that the new coronavirus outbreak is really a plot by key former Microsoft Office CEO Bill Gates is being spread only by supporters of the broader pro - Trump and QAnon movement and the anti - political vax policy community. ”. google. via com. au / amp / s / www. buzz …;;
8039,Microsoft,Negative,Here We Eat : “A false rumor that the coronavirus outbreak is planned plot by late Microsoft head Rupert Gates is being spread by supporters of the anti-Trump QAnon campaign and independent fake-vax regime.”. google.com.au/amp/s/www.buzz...;;
8040,Microsoft,Neutral,Xbox . ;;
8040,Microsoft,Neutral,Xbox.;;
8040,Microsoft,Neutral,Xbox.;;
8040,Microsoft,Neutral,Xbox 360;;
8040,Microsoft,Neutral,An Xbox.;;
8040,Microsoft,Neutral,Life.;;
8041,Microsoft,Neutral, ;;
8041,Microsoft,Neutral,It is not the first time that the EU Commission has taken such a step.;;
8041,Microsoft,Neutral,;;
8041,Microsoft,Neutral,;;
8041,Microsoft,Neutral,;;
8043,Microsoft,Neutral,Microsoft on Wednesday reported rising revenues in the past quarter amid strong demand for cloud computing services from pandemic-hit businesses and consumers and big gains in its Xbox gaming operations. bit.ly/2D8bxdR;;
8043,Microsoft,Neutral,Microsoft on Wednesday reported rising revenue last quarter amid strong demand for cloud computing services from pandemically affected businesses and consumers and big gains in the gaming business of Xbox. bit.ly / 2D8bxdR;;
8043,Microsoft,Neutral,Microsoft on Wednesday reported rising margins in the past quarter amid strong demand for cloud computing services and pandemic-hit businesses as consumers and big gains within its Xbox gaming operations. bit.ly/2D8bxdR;;
8043,Microsoft,Neutral,Meanwhile Microsoft on Wednesday reported that rising revenues in the past fiscal quarter amid strong demand figures for cloud computing including services taken from pandemic - hit businesses and consumers and experienced big gains in its Xbox gaming division operations. bit. z ly / 2D8bxdR;;
8043,Microsoft,Neutral,<unk> Echo Sat reported rising revenues in the past quarter amid strong demand for cloud computing services from pandemic-hit suppliers and consumers and big investment in its Xbox gaming operations. 30.ly/2D8bxdR;;
8044,Microsoft,Neutral,COVID-19: Microsoft Cancels IoT in Action Event in Melbourne latesttechnews.org/technology-new…;;
8044,Microsoft,Neutral,COVID-19: Microsoft cancels IoT in Action Event in Melbourne Latest technews.org / technology-new...;;
8044,Microsoft,Neutral,COVID-19: Microsoft cancels IoT in action in Melbourne latesttechnews.org / technology-new...;;
8044,Microsoft,Neutral,COVID-19: Microsoft Cancels Ghost in Action Event — latesttechnews.org/technology-new…;;
8044,Microsoft,Neutral,COVID - 19 : 11 Microsoft Office Cancels IoT in Action Event 2010 in Melbourne for latesttechnews. org / smart technology - new …;;
8044,Microsoft,Neutral,9-19: Microsoft Cancels IoT International Technical Event in Melbourne and.org/technology-new...;;
8045,Microsoft,Negative,working remote using VPN.  Outlook loads.....clicks on first email.....Outlook (Not Responding).  can the COVID19 affect Microsoft products?;;
8045,Microsoft,Negative,works remotely with VPN. Outlook loads..... clicks on the first e-mail..... Outlook (does not respond). Can COVID19 affect Microsoft products?;;
8045,Microsoft,Negative,Outlook downloads..... clicks on the first email..... Outlook (Not Responsing). Can COVID19 affect Microsoft products?;;
8045,Microsoft,Negative,working remote using VPN.  Outlook loads.....clicks on login email.....Outlook appears Responding).  can the election affect Microsoft products?;;
8045,Microsoft,Negative,A working remote control using VPN. Outlook what loads..... just clicks automatically on first email..... Outlook ( Today Not Responding ). can the future COVID19 affect future Microsoft products?;;
8045,Microsoft,Negative,working remote email Manager. Everything loads.....clicks on first email.....Outlook (Not Responding). Would the COVID19 affect my Outlook?;;
8046,Microsoft,Positive,It seems recently a lot of the higher up influencers have been telling us Game Pass is good and that we should be thankful Microsoft is offering such a great deal.. . I guess all I can say to that is the market will speak for itself in the end. pic.twitter.com/tE2y0Y44vI;;
8046,Microsoft,Positive,It seems like a lot of the higher influencers have been telling us lately that Game Pass is good and we should be thankful that Microsoft is offering so much... I think all I can say is that in the end the market will speak for itself. pic.twitter.com / tE2y0Y44vI;;
8046,Microsoft,Positive,It seems recently a lot of the higher up influencers have been telling us Game Pass is good and that we should be thankful Microsoft is offering such a great deal.. . I guess all I can say to that is the market will speak for itself in the end. pic.twitter.com/tE2y0Y44vI;;
8046,Microsoft,Positive,C It seems recently a lot of the higher up influencers have been telling us Game Pass is good and that we should be thankful Microsoft is offering such a great deal.. . I guess all I can say to that is the market will speak for itself in the end. pic.twitter.com/tE2y0Y44vI;;
8046,Microsoft,Positive,with;;
8047,Microsoft,Neutral,Microsoft relaxes partner programme requirements. . zpr.io/tkQEW;;
8047,Microsoft,Neutral,Microsoft relaxes requirements for partner programs.. zpr.io / tkQEW;;
8047,Microsoft,Neutral,Microsoft relaxes requirements for partner programs.. zpr.io / tkQEW;;
8047,Microsoft,Neutral,Microsoft relaxes partner programme requirements.. bug.io/tkQEW;;
8047,Microsoft,Neutral,Microsoft therefore relaxes these partner customer programme requirements.. zpr. io / IBM tkQEW;;
8047,Microsoft,Neutral,emotionally relaxes partner programme<unk>.. zpr.io/tkQEW;;
8049,Microsoft,Neutral,environmental commitments of @Microsoft... blogs.microsoft.com/on-the-issues/…;;
8049,Microsoft,Neutral,Environmental Commitments of @ Microsoft... blogs.microsoft.com / on-the-issues /...;;
8049,Microsoft,Neutral,Environmental commitments @ Microsoft... blo.micross.com / on-the-issues /...;;
8049,Microsoft,Neutral,environmental issues at @Microsoft... blogs.microsoft.com/on-the-issues/…;;
8049,Microsoft,Neutral,environmental conservation commitments are of @Microsoft... in blogs. or microsoft. com / on - and the - issues / …;;
8049,Microsoft,Neutral,other issues of 2011... or.microsoft.com/on-the-issues/...;;
8050,Microsoft,Negative,Windows 7 dies on the 14th Jan. Microsoft is displaying warning messages. Time to upgrade your business. We can help  ;;
8050,Microsoft,Negative,Windows 7 dies on January 14th Microsoft displays alerts. Time to update your company.;;
8050,Microsoft,Negative,Windows 7 dies on January 14 Microsoft sends out warning messages.;;
8050,Microsoft,Negative,Windows 7 dies on the 6 Jan. Microsoft is displaying warning messages. Time ta upgrade your business. We can help;;
8050,Microsoft,Negative,Windows 7 dies on the 14th in Jan. Microsoft is displaying some warning messages. Now Time to upgrade your software business. We can help;;
8050,Microsoft,Negative,Player 7 dies on Tuesday 14th Jan. Microsoft is displaying warning messages. Time to upgrade your business. We want help;;
8051,Microsoft,Negative,my microsoft office finally expired...rip for life . ;;
8051,Microsoft,Negative,my microsoft office has finally expired... rip for life.;;
8051,Microsoft,Negative,My office microsoft has finally ceased to exist... to be torn apart for life.;;
8051,Microsoft,Negative,my microsoft office finally expired...rip for life Now;;
8051,Microsoft,Negative,my microsoft office card finally had expired... rip for life.;;
8051,Microsoft,Negative,my microsoft foundation template expired...rip for life.;;
8053,Microsoft,Negative,Donald Trump DEMANDING he get cut of TikTok deal if Microsoft buys it bbc.co.uk/news/business-…;;
8053,Microsoft,Negative,Donald Trump DEVELOPING that he will get the TikTok deal cut if Microsoft buys it bbc.co.uk / news / business-...;;
8053,Microsoft,Negative,Donald Trump has promised to cut a deal with Tesla if Microsoft buys it bbc.co.uk / news / business-...;;
8053,Microsoft,Negative,Donald Trump DEMANDING he get cut of TikTok deal but Microsoft stops it bbc.co.uk/news/business-…;;
8053,Microsoft,Negative,For Donald Trump DEMANDING he get cut short of TikTok deal if Microsoft eventually buys it by bbc. co. uk uk / news / business business - …;;
8053,Microsoft,Negative,a mogul DEMANDING he gets cut of TikTok deal if everyone buys Trump bbc.co.uk/news/business-...;;
8055,Microsoft,Positive,special shoutouts to microsoft excel 2013;;
8055,Microsoft,Positive,Special calls to microsoft excel 2013;;
8055,Microsoft,Positive,special shouts to microsoft excel 2013;;
8055,Microsoft,Positive,special shoutouts to youth excel 2013;;
8055,Microsoft,Positive,special skills shoutouts based to microsoft excel 2013;;
8055,Microsoft,Positive,special shoutouts to microsoft c 2013;;
8056,Microsoft,Negative,What does that say about Microsoft hardware & software security - The Man gets hacked;;
8056,Microsoft,Negative,What Does That Say About Microsoft's Hardware & Software Security - The Man Gets Hacked;;
8056,Microsoft,Negative,What this says about Microsoft's hardware and software security - The Man get hacked;;
8056,Microsoft,Negative,What does that say about Microsoft hardware & software now - The Man gets hacked;;
8056,Microsoft,Negative,What really does that book say about Microsoft Software hardware & software security - The Man gets hacked;;
8056,Microsoft,Negative,What does that say about Microsoft hardware & other product - The Man gets hacked;;
8057,Microsoft,Negative,.  . /. . .  Can't rename private fields. .  updated issue. .  at 9:31:56 PM. github.com/microsoft/Type….  ;;
